Type,Volume,Energy,Model,v0,e0,Bulk_Modulus_GPa,Pressure
Raw,10.5,-6.695831298828125,,,,,
Raw,11.0,-8.063793182373047,,,,,
Raw,11.5,-8.957332611083984,,,,,
Raw,12.0,-9.51130199432373,,,,,
Raw,12.5,-9.926209449768066,,,,,
Raw,13.0,-10.270817756652832,,,,,
Raw,13.5,-10.567445755004883,,,,,
Raw,14.0,-10.831682205200195,,,,,
Raw,14.5,-11.0686674118042,,,,,
Raw,15.0,-11.276248931884766,,,,,
Raw,15.5,-11.451950073242188,,,,,
Raw,16.0,-11.595703125,,,,,
Raw,16.3,-11.667435646057129,,,,,
Raw,16.6,-11.72912311553955,,,,,
Raw,16.900000000000002,-11.781563758850098,,,,,
Raw,17.200000000000003,-11.825566291809082,,,,,
Raw,17.500000000000004,-11.861849784851074,,,,,
Raw,17.800000000000004,-11.891029357910156,,,,,
Raw,18.100000000000005,-11.91366195678711,,,,,
Raw,18.400000000000006,-11.930268287658691,,,,,
Raw,18.700000000000006,-11.941367149353027,,,,,
Raw,19.000000000000007,-11.947439193725586,,,,,
Raw,19.19,-11.948894500732422,,,,,
Raw,19.300000000000008,-11.948935508728027,,,,,
Raw,19.60000000000001,-11.946224212646484,,,,,
Raw,19.90000000000001,-11.939616203308105,,,,,
Raw,20.20000000000001,-11.929360389709473,,,,,
Raw,20.50000000000001,-11.915660858154297,,,,,
Raw,20.80000000000001,-11.898704528808594,,,,,
Raw,21.100000000000012,-11.878654479980469,,,,,
Raw,21.400000000000013,-11.855682373046875,,,,,
EOS,,,birchmurnaghan,20.616173481496105,-11.934627786891122,47.398035001290026,
EOS,,,murnaghan,20.539641171216108,-11.93920428666744,63.41469268821246,
EOS,,,sjeos,20.878124840737343,-11.931370871663432,25.732350444759643,
EOS,,,taylor,18.668523412806667,-11.881991664035247,46.60066308477357,
EOS,,,birch,20.616165622938638,-11.934627674038571,47.39827320069685,
Interpolated,10.5,-6.695831298828126,,,,,
Interpolated,10.52184368737475,-6.766984692913878,,,,,
Interpolated,10.5436873747495,-6.83703426235543,,,,,
Interpolated,10.565531062124249,-6.905989068326015,,,,,
Interpolated,10.587374749498998,-6.973858171998867,,,,,
Interpolated,10.609218436873748,-7.040650634547221,,,,,
Interpolated,10.631062124248498,-7.1063755171443095,,,,,
Interpolated,10.652905811623247,-7.171041880963369,,,,,
Interpolated,10.674749498997997,-7.2346587871776284,,,,,
Interpolated,10.696593186372745,-7.297235296960323,,,,,
Interpolated,10.718436873747494,-7.358780471484692,,,,,
Interpolated,10.740280561122244,-7.419303371923965,,,,,
Interpolated,10.762124248496994,-7.478813059451378,,,,,
Interpolated,10.783967935871743,-7.537318595240164,,,,,
Interpolated,10.805811623246493,-7.594829040463558,,,,,
Interpolated,10.827655310621243,-7.651353456294792,,,,,
Interpolated,10.849498997995992,-7.7069009039070995,,,,,
