Type,Volume,Energy,Periodic Boundary Conditions,a_x,a_y,a_z,b_x,b_y,b_z,c_x,c_y,c_z,Model,v0,e0,Bulk_Modulus_GPa
Interpolated,14.278957915831668,-10.931330328163014,,,,,,,,,,,,,,
Interpolated,14.300801603206416,-10.943001636887319,,,,,,,,,,,,,,
Interpolated,14.322645290581168,-10.954584432596727,,,,,,,,,,,,,,
Interpolated,14.344488977955915,-10.966079262155558,,,,,,,,,,,,,,
Interpolated,14.366332665330665,-10.977486672428135,,,,,,,,,,,,,,
Interpolated,14.388176352705415,-10.98880721027878,,,,,,,,,,,,,,
Interpolated,14.410020040080164,-11.000041422571808,,,,,,,,,,,,,,
Interpolated,14.431863727454914,-11.011189856171551,,,,,,,,,,,,,,
Interpolated,14.453707414829664,-11.022253057942324,,,,,,,,,,,,,,
Interpolated,14.475551102204413,-11.033231574748449,,,,,,,,,,,,,,
Interpolated,14.497394789579163,-11.04412595345425,,,,,,,,,,,,,,
Interpolated,14.519238476953912,-11.05493670415258,,,,,,,,,,,,,,
Interpolated,14.541082164328662,-11.06566412595968,,,,,,,,,,,,,,
Interpolated,14.562925851703412,-11.076308442886631,,,,,,,,,,,,,,
Interpolated,14.584769539078161,-11.086869878853197,,,,,,,,,,,,,,
Interpolated,14.606613226452911,-11.097348657779145,,,,,,,,,,,,,,
Interpolated,14.628456913827659,-11.10774500358424,,,,,,,,,,,,,,
Interpolated,14.65030060120241,-11.118059140188247,,,,,,,,,,,,,,
Interpolated,14.672144288577158,-11.128291291510932,,,,,,,,,,,,,,
Interpolated,14.69398797595191,-11.138441681472063,,,,,,,,,,,,,,
Interpolated,14.715831663326657,-11.1485105339914,,,,,,,,,,,,,,
Interpolated,14.737675350701409,-11.158498072988714,,,,,,,,,,,,,,
Interpolated,14.759519038076157,-11.168404522383767,,,,,,,,,,,,,,
Interpolated,14.781362725450908,-11.178230106096326,,,,,,,,,,,,,,
Interpolated,14.803206412825656,-11.18797504804616,,,,,,,,,,,,,,
Interpolated,14.825050100200405,-11.19763957215303,,,,,,,,,,,,,,
Interpolated,14.846893787575155,-11.2072239023367,,,,,,,,,,,,,,
Interpolated,14.868737474949905,-11.216728262516945,,,,,,,,,,,,,,
Interpolated,14.890581162324654,-11.226152876613522,,,,,,,,,,,,,,
Interpolated,14.912424849699404,-11.235497968546198,,,,,,,,,,,,,,
Interpolated,14.934268537074153,-11.244763762234742,,,,,,,,,,,,,,
Interpolated,14.956112224448903,-11.253950481598917,,,,,,,,,,,,,,
Interpolated,14.977955911823653,-11.263058350558488,,,,,,,,,,,,,,
Interpolated,14.9997995991984,-11.272087593033222,,,,,,,,,,,,,,
Interpolated,15.021643286573152,-11.281038417950723,,,,,,,,,,,,,,
Interpolated,15.0434869739479,-11.289910972596441,,,,,,,,,,,,,,
Interpolated,15.065330661322651,-11.298705388415293,,,,,,,,,,,,,,
Interpolated,15.087174348697399,-11.307421796852175,,,,,,,,,,,,,,
Interpolated,15.10901803607215,-11.316060329351997,,,,,,,,,,,,,,
Interpolated,15.130861723446898,-11.324621117359664,,,,,,,,,,,,,,
Interpolated,15.15270541082165,-11.333104292320078,,,,,,,,,,,,,,
Interpolated,15.174549098196398,-11.341509985678146,,,,,,,,,,,,,,
Interpolated,15.196392785571147,-11.34983832887877,,,,,,,,,,,,,,
Interpolated,15.218236472945897,-11.358089453366857,,,,,,,,,,,,,,
Interpolated,15.240080160320646,-11.366263490587308,,,,,,,,,,,,,,
Interpolated,15.261923847695396,-11.374360571985033,,,,,,,,,,,,,,
Interpolated,15.283767535070146,-11.38238082900493,,,,,,,,,,,,,,
Interpolated,15.305611222444895,-11.390324393091907,,,,,,,,,,,,,,
Interpolated,15.327454909819645,-11.398191395690871,,,,,,,,,,,,,,
Interpolated,15.349298597194394,-11.40598196824672,,,,,,,,,,,,,,
Interpolated,15.371142284569144,-11.413696242204361,,,,,,,,,,,,,,
Interpolated,15.392985971943894,-11.4213343490087,,,,,,,,,,,,,,
Interpolated,15.414829659318642,-11.42889642010464,,,,,,,,,,,,,,
Interpolated,15.436673346693393,-11.436382586937086,,,,,,,,,,,,,,
Interpolated,15.45851703406814,-11.443792980950942,,,,,,,,,,,,,,
Interpolated,15.480360721442892,-11.451127733591115,,,,,,,,,,,,,,
Interpolated,15.50220440881764,-11.458386976383752,,,,,,,,,,,,,,
Interpolated,15.524048096192391,-11.465570946015113,,,,,,,,,,,,,,
Interpolated,15.54589178356714,-11.47268019080268,,,,,,,,,,,,,,
Interpolated,15.56773547094189,-11.479715316518647,,,,,,,,,,,,,,
Interpolated,15.589579158316639,-11.486676928935204,,,,,,,,,,,,,,
Interpolated,15.611422845691388,-11.493565633824543,,,,,,,,,,,,,,
Interpolated,15.633266533066138,-11.500382036958861,,,,,,,,,,,,,,
Interpolated,15.655110220440887,-11.507126744110348,,,,,,,,,,,,,,
Interpolated,15.676953907815637,-11.513800361051192,,,,,,,,,,,,,,
Interpolated,15.698797595190387,-11.520403493553589,,,,,,,,,,,,,,
Interpolated,15.720641282565136,-11.526936747389732,,,,,,,,,,,,,,
Interpolated,15.742484969939886,-11.533400728331806,,,,,,,,,,,,,,
Interpolated,15.764328657314636,-11.539796042152016,,,,,,,,,,,,,,
Interpolated,15.786172344689385,-11.54612329462254,,,,,,,,,,,,,,
Interpolated,15.808016032064135,-11.552383091515582,,,,,,,,,,,,,,
Interpolated,15.829859719438883,-11.558576038603324,,,,,,,,,,,,,,
Interpolated,15.851703406813634,-11.564702741657966,,,,,,,,,,,,,,
Interpolated,15.873547094188382,-11.5707638064517,,,,,,,,,,,,,,
Interpolated,15.895390781563133,-11.576759838756711,,,,,,,,,,,,,,
Interpolated,15.917234468937881,-11.582691444345198,,,,,,,,,,,,,,
Interpolated,15.939078156312632,-11.588559228989348,,,,,,,,,,,,,,
Interpolated,15.96092184368738,-11.594363798461357,,,,,,,,,,,,,,
Interpolated,15.982765531062132,-11.600105758533417,,,,,,,,,,,,,,
Interpolated,16.00460921843688,-11.605785714996358,,,,,,,,,,,,,,
Interpolated,16.02645290581163,-11.611404277089573,,,,,,,,,,,,,,
Interpolated,16.04829659318638,-11.61696206151339,,,,,,,,,,,,,,
Interpolated,16.070140280561127,-11.622459685942438,,,,,,,,,,,,,,
Interpolated,16.091983967935878,-11.627897768051362,,,,,,,,,,,,,,
Interpolated,16.11382765531063,-11.6332769255148,,,,,,,,,,,,,,
Interpolated,16.135671342685377,-11.638597776007382,,,,,,,,,,,,,,
Interpolated,16.157515030060125,-11.643860937203756,,,,,,,,,,,,,,
Interpolated,16.179358717434877,-11.649067026778555,,,,,,,,,,,,,,
Interpolated,16.201202404809624,-11.654216662406421,,,,,,,,,,,,,,
Interpolated,16.223046092184376,-11.659310461761986,,,,,,,,,,,,,,
Interpolated,16.244889779559124,-11.664349042519891,,,,,,,,,,,,,,
Interpolated,16.266733466933875,-11.669333022354776,,,,,,,,,,,,,,
Interpolated,16.288577154308623,-11.674263018941275,,,,,,,,,,,,,,
Interpolated,16.310420841683374,-11.6791396442764,,,,,,,,,,,,,,
